Date,wagner,oil,mario,pokemon,gold,valentino,romeo
19800722,0,37.42,0,0,615,0,100000
19800723,0,37.42,0,0,615,0,100000
19800724,0,37.42,0,0,615,0,100000
19800725,0,37.42,0,0,615,0,100000
19800728,0,37.42,0,0,615,0,100000
19800729,0,37.42,0,0,615,0,100000
19800730,0,37.42,0,0,615,0,100000
19800731,0,37.42,0,0,615,0,100000
19800801,0,37.42,0,0,615,0,100000
19800804,0,37.42,0,0,615,0,100000
19800805,0,37.42,0,0,615,0,100000
19800806,0,37.42,0,0,615,0,100000
19800807,0,37.42,0,0,615,0,100000
19800808,0,37.42,0,0,615,0,100000
19800811,0,37.42,0,0,615,0,100000
19800812,0,37.42,0,0,615,0,100000
19800813,0,37.42,0,0,615,0,100000
19800814,0,37.42,0,0,615,0,100000
19800815,0,37.42,0,0,615,0,100000
19800818,0,37.42,0,0,615,0,100000
19800819,0,37.42,0,0,615,0,100000
19800820,0,37.42,0,0,615,0,100000
19800821,0,37.42,0,0,615,0,100000
19800822,0,37.42,0,0,615,0,100000
19800825,0,37.42,0,0,615,0,100000
19800826,0,37.42,0,0,615,0,100000
19800827,0,37.42,0,0,615,0,100000
19800828,0,37.42,0,0,615,0,100000
19800829,0,37.42,0,0,615,0,100000
19800902,0,37.42,0,0,615,0,100000
19800903,0,37.42,0,0,615,0,100000
19800904,0,37.42,0,0,615,0,100000
19800905,0,37.42,0,0,615,0,100000
19800908,0,37.42,0,0,615,0,100000
19800909,0,37.42,0,0,615,0,100000
19800910,0,37.42,0,0,615,0,100000
19800911,0,37.42,0,0,615,0,100000
19800912,0,37.42,0,0,615,0,100000
19800915,0,37.42,0,0,615,0,100000
19800916,0,37.42,0,0,615,0,100000
19800917,0,37.42,0,0,615,0,100000
19800918,0,37.42,0,0,615,0,100000
19800919,0,37.42,0,0,615,0,100000
19800922,0,37.42,0,0,615,0,100000
19800923,0,37.42,0,0,615,0,100000
19800924,0,37.42,0,0,615,0,100000
19800925,0,37.42,0,0,615,0,100000
19800926,0,37.42,0,0,615,0,100000
19800929,0,37.42,0,0,615,0,100000
19800930,0,37.42,0,0,615,0,100000
19801001,0,37.42,0,0,615,0,100000
19801002,0,37.42,0,0,615,0,100000
19801003,0,37.42,0,0,615,0,100000
19801006,0,37.42,0,0,615,0,100000
19801007,0,37.42,0,0,615,0,100000
19801008,0,37.42,0,0,615,0,100000
19801009,0,37.42,0,0,615,0,100000
19801010,0,37.42,0,0,615,0,100000
19801013,0,37.42,0,0,615,0,100000
19801014,0,37.42,0,0,615,0,100000
19801015,0,37.42,0,0,615,0,100000
19801016,0,37.42,0,0,615,0,100000
19801017,0,37.42,0,0,615,0,100000
19801020,0,37.42,0,0,615,0,100000
19801021,0,37.42,0,0,615,0,100000
19801022,0,37.42,0,0,615,0,100000
19801023,0,37.42,0,0,615,0,100000
19801024,0,37.42,0,0,615,0,100000
19801027,0,37.42,0,0,615,0,100000
19801028,0,37.42,0,0,615,0,100000
19801029,0,37.42,0,0,615,0,100000
19801030,0,37.42,0,0,615,0,100000
19801031,0,37.42,0,0,615,0,100000
19801103,0,37.42,0,0,615,0,100000
19801105,0,37.42,0,0,615,0,100000
19801106,0,37.42,0,0,615,0,100000
19801107,0,37.42,0,0,615,0,100000
19801110,0,37.42,0,0,615,0,100000
19801111,0,37.42,0,0,615,0,100000
19801112,0,37.42,0,0,615,0,100000
19801113,0,37.42,0,0,615,0,100000
19801114,0,37.42,0,0,615,0,100000
19801117,0,37.42,0,0,615,0,100000
19801118,0,37.42,0,0,615,0,100000
19801119,0,37.42,0,0,615,0,100000
19801120,0,37.42,0,0,615,0,100000
19801121,0,37.42,0,0,615,0,100000
19801124,0,37.42,0,0,615,0,100000
19801125,0,37.42,0,0,615,0,100000
19801126,0,37.42,0,0,615,0,100000
19801128,0,37.42,0,0,615,0,100000
19801201,0,37.42,0,0,615,0,100000
19801202,0,37.42,0,0,615,0,100000
19801203,0,37.42,0,0,615,0,100000
19801204,0,37.42,0,0,615,0,100000
19801205,0,37.42,0,0,615,0,100000
19801208,0,37.42,0,0,615,0,100000
19801209,0,37.42,0,0,615,0,100000
19801210,0,37.42,0,0,615,0,100000
19801211,0,37.42,0,0,615,0,100000
19801212,0,37.42,0,0,615,0,100000
19801215,0,37.42,0,0,615,0,100000
19801216,0,37.42,0,0,615,0,100000
19801217,0,37.42,0,0,615,0,100000
19801218,0,37.42,0,0,615,0,100000
19801219,0,37.42,0,0,615,0,100000
19801222,0,37.42,0,0,615,0,100000
19801223,0,37.42,0,0,615,0,100000
19801224,0,37.42,0,0,615,0,100000
19801226,0,37.42,0,0,615,0,100000
19801229,0,37.42,0,0,615,0,100000
19801230,0,37.42,0,0,615,0,100000
19801231,0,37.42,0,0,615,0,100000
19810102,0,35.75,0,0,460,0,100000
19810105,0,35.75,0,0,460,0,100000
19810106,0,35.75,0,0,460,0,100000
19810107,0,35.75,0,0,460,0,100000
19810108,0,35.75,0,0,460,0,100000
19810109,0,35.75,0,0,460,0,100000
19810112,0,35.75,0,0,460,0,100000
19810113,0,35.75,0,0,460,0,100000
19810114,0,35.75,0,0,460,0,100000
19810115,0,35.75,0,0,460,0,100000
19810116,0,35.75,0,0,460,0,100000
19810119,0,35.75,0,0,460,0,100000
19810120,0,35.75,0,0,460,0,100000
19810121,0,35.75,0,0,460,0,100000
19810122,0,35.75,0,0,460,0,100000
19810123,0,35.75,0,0,460,0,100000
19810126,0,35.75,0,0,460,0,100000
19810127,0,35.75,0,0,460,0,100000
19810128,0,35.75,0,0,460,0,100000
19810129,0,35.75,0,0,460,0,100000
19810130,0,35.75,0,0,460,0,100000
19810202,0,35.75,0,0,460,0,100000
19810203,0,35.75,0,0,460,0,100000
19810204,0,35.75,0,0,460,0,100000
19810205,0,35.75,0,0,460,0,100000
19810206,0,35.75,0,0,460,0,100000
19810209,0,35.75,0,0,460,0,100000
19810210,0,35.75,0,0,460,0,100000
19810211,0,35.75,0,0,460,0,100000
19810212,0,35.75,0,0,460,0,100000
19810213,0,35.75,0,0,460,0,100000
19810217,0,35.75,0,0,460,0,100000
19810218,0,35.75,0,0,460,0,100000
19810219,0,35.75,0,0,460,0,100000
19810220,0,35.75,0,0,460,0,100000
19810223,0,35.75,0,0,460,0,100000
19810224,0,35.75,0,0,460,0,100000
19810225,0,35.75,0,0,460,0,100000
19810226,0,35.75,0,0,460,0,100000
19810227,0,35.75,0,0,460,0,100000
19810302,0,35.75,0,0,460,0,100000
19810303,0,35.75,0,0,460,0,100000
19810304,0,35.75,0,0,460,0,100000
19810305,0,35.75,0,0,460,0,100000
19810306,0,35.75,0,0,460,0,100000
19810309,0,35.75,0,0,460,0,100000
19810310,0,35.75,0,0,460,0,100000
19810311,0,35.75,0,0,460,0,100000
19810312,0,35.75,0,0,460,0,100000
19810313,0,35.75,0,0,460,0,100000
19810316,0,35.75,0,0,460,0,100000
19810317,0,35.75,0,0,460,0,100000
19810318,0,35.75,0,0,460,0,100000
19810319,0,35.75,0,0,460,0,100000
19810320,0,35.75,0,0,460,0,100000
19810323,0,35.75,0,0,460,0,100000
19810324,0,35.75,0,0,460,0,100000
19810325,0,35.75,0,0,460,0,100000
19810326,0,35.75,0,0,460,0,100000
19810327,0,35.75,0,0,460,0,100000
19810330,0,35.75,0,0,460,0,100000
19810331,0,35.75,0,0,460,0,100000
19810401,0,35.75,0,0,460,0,100000
19810402,0,35.75,0,0,460,0,100000
19810403,0,35.75,0,0,460,0,100000
19810406,0,35.75,0,0,460,0,100000
19810407,0,35.75,0,0,460,0,100000
19810408,0,35.75,0,0,460,0,100000
19810409,0,35.75,0,0,460,0,100000
19810410,0,35.75,0,0,460,0,100000
19810413,0,35.75,0,0,460,0,100000
19810414,0,35.75,0,0,460,0,100000
19810415,0,35.75,0,0,460,0,100000
19810416,0,35.75,0,0,460,0,100000
19810420,0,35.75,0,0,460,0,100000
19810421,0,35.75,0,0,460,0,100000
19810422,0,35.75,0,0,460,0,100000
19810423,0,35.75,0,0,460,0,100000
19810424,0,35.75,0,0,460,0,100000
19810427,0,35.75,0,0,460,0,100000
19810428,0,35.75,0,0,460,0,100000
19810429,0,35.75,0,0,460,0,100000
19810430,0,35.75,0,0,460,0,100000
19810501,0,35.75,0,0,460,0,100000
19810504,0,35.75,0,0,460,0,100000
19810505,0,35.75,0,0,460,0,100000
19810506,0,35.75,0,0,460,0,100000
19810507,0,35.75,0,0,460,0,100000
19810508,0,35.75,0,0,460,0,100000
19810511,0,35.75,0,0,460,0,100000
19810512,0,35.75,0,0,460,0,100000
19810513,0,35.75,0,0,460,0,100000
19810514,0,35.75,0,0,460,0,100000
19810515,0,35.75,0,0,460,0,100000
19810518,0,35.75,0,0,460,0,100000
19810519,0,35.75,0,0,460,0,100000
19810520,0,35.75,0,0,460,0,100000
19810521,0,35.75,0,0,460,0,100000
19810522,0,35.75,0,0,460,0,100000
19810526,0,35.75,0,0,460,0,100000
19810527,0,35.75,0,0,460,0,100000
19810528,0,35.75,0,0,460,0,100000
19810529,0,35.75,0,0,460,0,100000
19810601,0,35.75,0,0,460,0,100000
19810602,0,35.75,0,0,460,0,100000
19810603,0,35.75,0,0,460,0,100000
19810604,0,35.75,0,0,460,0,100000
19810605,0,35.75,0,0,460,0,100000
19810608,0,35.75,0,0,460,0,100000
19810609,0,35.75,0,0,460,0,100000
19810610,0,35.75,0,0,460,0,100000
19810611,0,35.75,0,0,460,0,100000
19810612,0,35.75,0,0,460,0,100000
19810615,0,35.75,0,0,460,0,100000
19810616,0,35.75,0,0,460,0,100000
19810617,0,35.75,0,0,460,0,100000
19810618,0,35.75,0,0,460,0,100000
19810619,0,35.75,0,0,460,0,100000
19810622,0,35.75,0,0,460,0,100000
19810623,0,35.75,0,0,460,0,100000
19810624,0,35.75,0,0,460,0,100000
19810625,0,35.75,0,0,460,0,100000
19810626,0,35.75,0,0,460,0,100000
19810629,0,35.75,0,0,460,0,100000
19810630,0,35.75,0,0,460,0,100000
19810701,0,35.75,0,0,460,0,100000
19810702,0,35.75,0,0,460,0,100000
19810706,0,35.75,0,0,460,0,100000
19810707,0,35.75,0,0,460,0,100000
19810708,0,35.75,0,0,460,0,100000
19810709,0,35.75,0,0,460,0,100000
19810710,0,35.75,0,0,460,0,100000
19810713,0,35.75,0,0,460,0,100000
19810714,0,35.75,0,0,460,0,100000
19810715,0,35.75,0,0,460,0,100000
19810716,0,35.75,0,0,460,0,100000
19810717,0,35.75,0,0,460,0,100000
19810720,0,35.75,0,0,460,0,100000
19810721,0,35.75,0,0,460,0,100000
19810722,0,35.75,0,0,460,0,100000
19810723,0,35.75,0,0,460,0,100000
19810724,0,35.75,0,0,460,0,100000
19810727,0,35.75,0,0,460,0,100000
19810728,0,35.75,0,0,460,0,100000
19810729,0,35.75,0,0,460,0,100000
19810730,0,35.75,0,0,460,0,100000
19810731,0,35.75,0,0,460,0,100000
19810803,0,35.75,0,0,460,0,100000
19810804,0,35.75,0,0,460,0,100000
19810805,0,35.75,0,0,460,0,100000
19810806,0,35.75,0,0,460,0,100000
19810807,0,35.75,0,0,460,0,100000
19810810,0,35.75,0,0,460,0,100000
19810811,0,35.75,0,0,460,0,100000
19810812,0,35.75,0,0,460,0,100000
19810813,0,35.75,0,0,460,0,100000
19810814,0,35.75,0,0,460,0,100000
19810817,0,35.75,0,0,460,0,100000
19810818,0,35.75,0,0,460,0,100000
19810819,0,35.75,0,0,460,0,100000
19810820,0,35.75,0,0,460,0,100000
19810821,0,35.75,0,0,460,0,100000
19810824,0,35.75,0,0,460,0,100000
19810825,0,35.75,0,0,460,0,100000
19810826,0,35.75,0,0,460,0,100000
19810827,0,35.75,0,0,460,0,100000
19810828,0,35.75,0,0,460,0,100000
19810831,0,35.75,0,0,460,0,100000
19810901,0,35.75,0,0,460,0,100000
19810902,0,35.75,0,0,460,0,100000
19810903,0,35.75,0,0,460,0,100000
19810904,0,35.75,0,0,460,0,100000
19810908,0,35.75,0,0,460,0,100000
19810909,0,35.75,0,0,460,0,100000
19810910,0,35.75,0,0,460,0,100000
19810911,0,35.75,0,0,460,0,100000
19810914,0,35.75,0,0,460,0,100000
19810915,0,35.75,0,0,460,0,100000
19810916,0,35.75,0,0,460,0,100000
19810917,0,35.75,0,0,460,0,100000
19810918,0,35.75,0,0,460,0,100000
19810921,0,35.75,0,0,460,0,100000
19810922,0,35.75,0,0,460,0,100000
19810923,0,35.75,0,0,460,0,100000
19810924,0,35.75,0,0,460,0,100000
19810925,0,35.75,0,0,460,0,100000
19810928,0,35.75,0,0,460,0,100000
19810929,0,35.75,0,0,460,0,100000
19810930,0,35.75,0,0,460,0,100000
19811001,0,35.75,0,0,460,0,100000
19811002,0,35.75,0,0,460,0,100000
19811005,0,35.75,0,0,460,0,100000
19811006,0,35.75,0,0,460,0,100000
19811007,0,35.75,0,0,460,0,100000
19811008,0,35.75,0,0,460,0,100000
19811009,0,35.75,0,0,460,0,100000
19811012,0,35.75,0,0,460,0,100000
19811013,0,35.75,0,0,460,0,100000
19811014,0,35.75,0,0,460,0,100000
19811015,0,35.75,0,0,460,0,100000
19811016,0,35.75,0,0,460,0,100000
19811019,0,35.75,0,0,460,0,100000
19811020,0,35.75,0,0,460,0,100000
19811021,0,35.75,0,0,460,0,100000
19811022,0,35.75,0,0,460,0,100000
19811023,0,35.75,0,0,460,0,100000
19811026,0,35.75,0,0,460,0,100000
19811027,0,35.75,0,0,460,0,100000
19811028,0,35.75,0,0,460,0,100000
19811029,0,35.75,0,0,460,0,100000
19811030,0,35.75,0,0,460,0,100000
19811102,0,35.75,0,0,460,0,100000
19811103,0,35.75,0,0,460,0,100000
19811104,0,35.75,0,0,460,0,100000
19811105,0,35.75,0,0,460,0,100000
19811106,0,35.75,0,0,460,0,100000
19811109,0,35.75,0,0,460,0,100000
19811110,0,35.75,0,0,460,0,100000
19811111,0,35.75,0,0,460,0,100000
19811112,0,35.75,0,0,460,0,100000
19811113,0,35.75,0,0,460,0,100000
19811116,0,35.75,0,0,460,0,100000
19811117,0,35.75,0,0,460,0,100000
19811118,0,35.75,0,0,460,0,100000
19811119,0,35.75,0,0,460,0,100000
19811120,0,35.75,0,0,460,0,100000
19811123,0,35.75,0,0,460,0,100000
19811124,0,35.75,0,0,460,0,100000
19811125,0,35.75,0,0,460,0,100000
19811127,0,35.75,0,0,460,0,100000
19811130,0,35.75,0,0,460,0,100000
19811201,0,35.75,0,0,460,0,100000
19811202,0,35.75,0,0,460,0,100000
19811203,0,35.75,0,0,460,0,100000
19811204,0,35.75,0,0,460,0,100000
19811207,0,35.75,0,0,460,0,100000
19811208,0,35.75,0,0,460,0,100000
19811209,0,35.75,0,0,460,0,100000
19811210,0,35.75,0,0,460,0,100000
19811211,0,35.75,0,0,460,0,100000
19811214,0,35.75,0,0,460,0,100000
19811215,0,35.75,0,0,460,0,100000
19811216,0,35.75,0,0,460,0,100000
19811217,0,35.75,0,0,460,0,100000
19811218,0,35.75,0,0,460,0,100000
19811221,0,35.75,0,0,460,0,100000
19811222,0,35.75,0,0,460,0,100000
19811223,0,35.75,0,0,460,0,100000
19811224,0,35.75,0,0,460,0,100000
19811228,0,35.75,0,0,460,0,100000
19811229,0,35.75,0,0,460,0,100000
19811230,0,35.75,0,0,460,0,100000
19811231,0,35.75,0,0,460,0,100000
19820104,0,31.83,0,0,376,0,100000
19820105,0,31.83,0,0,376,0,100000
19820106,0,31.83,0,0,376,0,100000
19820107,0,31.83,0,0,376,0,100000
19820108,0,31.83,0,0,376,0,100000
19820111,0,31.83,0,0,376,0,100000
19820112,0,31.83,0,0,376,0,100000
19820113,0,31.83,0,0,376,0,100000
19820114,0,31.83,0,0,376,0,100000
19820115,0,31.83,0,0,376,0,100000
19820118,0,31.83,0,0,376,0,100000
19820119,0,31.83,0,0,376,0,100000
19820120,0,31.83,0,0,376,0,100000
19820121,0,31.83,0,0,376,0,100000
19820122,0,31.83,0,0,376,0,100000
19820125,0,31.83,0,0,376,0,100000
19820126,0,31.83,0,0,376,0,100000
19820127,0,31.83,0,0,376,0,100000
19820128,0,31.83,0,0,376,0,100000
19820129,0,31.83,0,0,376,0,100000
19820201,0,31.83,0,0,376,0,100000
19820202,0,31.83,0,0,376,0,100000
19820203,0,31.83,0,0,376,0,100000
19820204,0,31.83,0,0,376,0,100000
19820205,0,31.83,0,0,376,0,100000
19820208,0,31.83,0,0,376,0,100000
19820209,0,31.83,0,0,376,0,100000
19820210,0,31.83,0,0,376,0,100000
19820211,0,31.83,0,0,376,0,100000
19820212,0,31.83,0,0,376,0,100000
19820216,0,31.83,0,0,376,0,100000
19820217,0,31.83,0,0,376,0,100000
19820218,0,31.83,0,0,376,0,100000
19820219,0,31.83,0,0,376,0,100000
19820222,0,31.83,0,0,376,0,100000
19820223,0,31.83,0,0,376,0,100000
19820224,0,31.83,0,0,376,0,100000
19820225,0,31.83,0,0,376,0,100000
19820226,0,31.83,0,0,376,0,100000
19820301,0,31.83,0,0,376,0,100000
19820302,0,31.83,0,0,376,0,100000
19820303,0,31.83,0,0,376,0,100000
19820304,0,31.83,0,0,376,0,100000
19820305,0,31.83,0,0,376,0,100000
19820308,0,31.83,0,0,376,0,100000
19820309,0,31.83,0,0,376,0,100000
19820310,0,31.83,0,0,376,0,100000
19820311,0,31.83,0,0,376,0,100000
19820312,0,31.83,0,0,376,0,100000
19820315,0,31.83,0,0,376,0,100000
19820316,0,31.83,0,0,376,0,100000
19820317,0,31.83,0,0,376,0,100000
19820318,0,31.83,0,0,376,0,100000
19820319,0,31.83,0,0,376,0,100000
19820322,0,31.83,0,0,376,0,100000
19820323,0,31.83,0,0,376,0,100000
19820324,0,31.83,0,0,376,0,100000
19820325,0,31.83,0,0,376,0,100000
19820326,0,31.83,0,0,376,0,100000
19820329,0,31.83,0,0,376,0,100000
19820330,0,31.83,0,0,376,0,100000
19820331,0,31.83,0,0,376,0,100000
19820401,0,31.83,0,0,376,0,100000
19820402,0,31.83,0,0,376,0,100000
19820405,0,31.83,0,0,376,0,100000
19820406,0,31.83,0,0,376,0,100000
19820407,0,31.83,0,0,376,0,100000
19820408,0,31.83,0,0,376,0,100000
19820412,0,31.83,0,0,376,0,100000
19820413,0,31.83,0,0,376,0,100000
19820414,0,31.83,0,0,376,0,100000
19820415,0,31.83,0,0,376,0,100000
19820416,0,31.83,0,0,376,0,100000
19820419,0,31.83,0,0,376,0,100000
19820420,0,31.83,0,0,376,0,100000
19820421,0,31.83,0,0,376,0,100000
19820422,0,31.83,0,0,376,0,100000
19820423,0,31.83,0,0,376,0,100000
19820426,0,31.83,0,0,376,0,100000
19820427,0,31.83,0,0,376,0,100000
19820428,0,31.83,0,0,376,0,100000
19820429,0,31.83,0,0,376,0,100000
19820430,0,31.83,0,0,376,0,100000
19820503,0,31.83,0,0,376,0,100000
19820504,0,31.83,0,0,376,0,100000
19820505,0,31.83,0,0,376,0,100000
19820506,0,31.83,0,0,376,0,100000
19820507,0,31.83,0,0,376,0,100000
19820510,0,31.83,0,0,376,0,100000
19820511,0,31.83,0,0,376,0,100000
19820512,0,31.83,0,0,376,0,100000
19820513,0,31.83,0,0,376,0,100000
19820514,0,31.83,0,0,376,0,100000
19820517,0,31.83,0,0,376,0,100000
19820518,0,31.83,0,0,376,0,100000
19820519,0,31.83,0,0,376,0,100000
19820520,0,31.83,0,0,376,0,100000
19820521,0,31.83,0,0,376,0,100000
19820524,0,31.83,0,0,376,0,100000
19820525,0,31.83,0,0,376,0,100000
19820526,0,31.83,0,0,376,0,100000
19820527,0,31.83,0,0,376,0,100000
19820528,0,31.83,0,0,376,0,100000
19820601,0,31.83,0,0,376,0,100000
19820602,0,31.83,0,0,376,0,100000
19820603,0,31.83,0,0,376,0,100000
19820604,0,31.83,0,0,376,0,100000
19820607,0,31.83,0,0,376,0,100000
19820608,0,31.83,0,0,376,0,100000
19820609,0,31.83,0,0,376,0,100000
19820610,0,31.83,0,0,376,0,100000
19820611,0,31.83,0,0,376,0,100000
19820614,0,31.83,0,0,376,0,100000
19820615,0,31.83,0,0,376,0,100000
19820616,0,31.83,0,0,376,0,100000
19820617,0,31.83,0,0,376,0,100000
19820618,0,31.83,0,0,376,0,100000
19820621,0,31.83,0,0,376,0,100000
19820622,0,31.83,0,0,376,0,100000
19820623,0,31.83,0,0,376,0,100000
19820624,0,31.83,0,0,376,0,100000
19820625,0,31.83,0,0,376,0,100000
19820628,0,31.83,0,0,376,0,100000
19820629,0,31.83,0,0,376,0,100000
19820630,0,31.83,0,0,376,0,100000
19820701,0,31.83,0,0,376,0,100000
19820702,0,31.83,0,0,376,0,100000
19820706,0,31.83,0,0,376,0,100000
19820707,0,31.83,0,0,376,0,100000
19820708,0,31.83,0,0,376,0,100000
19820709,0,31.83,0,0,376,0,100000
19820712,0,31.83,0,0,376,0,100000
19820713,0,31.83,0,0,376,0,100000
19820714,0,31.83,0,0,376,0,100000
19820715,0,31.83,0,0,376,0,100000
19820716,0,31.83,0,0,376,0,100000
19820719,0,31.83,0,0,376,0,100000
19820720,0,31.83,0,0,376,0,100000
19820721,0,31.83,0,0,376,0,100000
19820722,0,31.83,0,0,376,0,100000
19820723,0,31.83,0,0,376,0,100000
19820726,0,31.83,0,0,376,0,100000
19820727,0,31.83,0,0,376,0,100000
19820728,0,31.83,0,0,376,0,100000
19820729,0,31.83,0,0,376,0,100000
19820730,0,31.83,0,0,376,0,100000
19820802,0,31.83,0,0,376,0,100000
19820803,0,31.83,0,0,376,0,100000
19820804,0,31.83,0,0,376,0,100000
19820805,0,31.83,0,0,376,0,100000
19820806,0,31.83,0,0,376,0,100000
19820809,0,31.83,0,0,376,0,100000
19820810,0,31.83,0,0,376,0,100000
19820811,0,31.83,0,0,376,0,100000
19820812,0,31.83,0,0,376,0,100000
19820813,0,31.83,0,0,376,0,100000
19820816,0,31.83,0,0,376,0,100000
19820817,0,31.83,0,0,376,0,100000
19820818,0,31.83,0,0,376,0,100000
19820819,0,31.83,0,0,376,0,100000
19820820,0,31.83,0,0,376,0,100000
19820823,0,31.83,0,0,376,0,100000
19820824,0,31.83,0,0,376,0,100000
19820825,0,31.83,0,0,376,0,100000
19820826,0,31.83,0,0,376,0,100000
19820827,0,31.83,0,0,376,0,100000
19820830,0,31.83,0,0,376,0,100000
19820831,0,31.83,0,0,376,0,100000
19820901,0,31.83,0,0,376,0,100000
19820902,0,31.83,0,0,376,0,100000
19820903,0,31.83,0,0,376,0,100000
19820907,0,31.83,0,0,376,0,100000
19820908,0,31.83,0,0,376,0,100000
19820909,0,31.83,0,0,376,0,100000
19820910,0,31.83,0,0,376,0,100000
19820913,0,31.83,0,0,376,0,100000
19820914,0,31.83,0,0,376,0,100000
19820915,0,31.83,0,0,376,0,100000
19820916,0,31.83,0,0,376,0,100000
19820917,0,31.83,0,0,376,0,100000
19820920,0,31.83,0,0,376,0,100000
19820921,0,31.83,0,0,376,0,100000
19820922,0,31.83,0,0,376,0,100000
19820923,0,31.83,0,0,376,0,100000
19820924,0,31.83,0,0,376,0,100000
19820927,0,31.83,0,0,376,0,100000
19820928,0,31.83,0,0,376,0,100000
19820929,0,31.83,0,0,376,0,100000
19820930,0,31.83,0,0,376,0,100000
19821001,0,31.83,0,0,376,0,100000
19821004,0,31.83,0,0,376,0,100000
19821005,0,31.83,0,0,376,0,100000
19821006,0,31.83,0,0,376,0,100000
19821007,0,31.83,0,0,376,0,100000
19821008,0,31.83,0,0,376,0,100000
19821011,0,31.83,0,0,376,0,100000
19821012,0,31.83,0,0,376,0,100000
19821013,0,31.83,0,0,376,0,100000
19821014,0,31.83,0,0,376,0,100000
19821015,0,31.83,0,0,376,0,100000
19821018,0,31.83,0,0,376,0,100000
19821019,0,31.83,0,0,376,0,100000
19821020,0,31.83,0,0,376,0,100000
19821021,0,31.83,0,0,376,0,100000
19821022,0,31.83,0,0,376,0,100000
19821025,0,31.83,0,0,376,0,100000
19821026,0,31.83,0,0,376,0,100000
19821027,0,31.83,0,0,376,0,100000
19821028,0,31.83,0,0,376,0,100000
19821029,0,31.83,0,0,376,0,100000
19821101,0,31.83,0,0,376,0,100000
19821102,0,31.83,0,0,376,0,100000
19821103,0,31.83,0,0,376,0,100000
19821104,0,31.83,0,0,376,0,100000
19821105,0,31.83,0,0,376,0,100000
19821108,0,31.83,0,0,376,0,100000
19821109,0,31.83,0,0,376,0,100000
19821110,0,31.83,0,0,376,0,100000
19821111,0,31.83,0,0,376,0,100000
19821112,0,31.83,0,0,376,0,100000
19821115,0,31.83,0,0,376,0,100000
19821116,0,31.83,0,0,376,0,100000
19821117,0,31.83,0,0,376,0,100000
19821118,0,31.83,0,0,376,0,100000
19821119,0,31.83,0,0,376,0,100000
19821122,0,31.83,0,0,376,0,100000
19821123,0,31.83,0,0,376,0,100000
19821124,0,31.83,0,0,376,0,100000
19821126,0,31.83,0,0,376,0,100000
19821129,0,31.83,0,0,376,0,100000
19821130,0,31.83,0,0,376,0,100000
19821201,0,31.83,0,0,376,0,100000
19821202,0,31.83,0,0,376,0,100000
19821203,0,31.83,0,0,376,0,100000
19821206,0,31.83,0,0,376,0,100000
19821207,0,31.83,0,0,376,0,100000
19821208,0,31.83,0,0,376,0,100000
19821209,0,31.83,0,0,376,0,100000
19821210,0,31.83,0,0,376,0,100000
19821213,0,31.83,0,0,376,0,100000
19821214,0,31.83,0,0,376,0,100000
19821215,0,31.83,0,0,376,0,100000
19821216,0,31.83,0,0,376,0,100000
19821217,0,31.83,0,0,376,0,100000
19821220,0,31.83,0,0,376,0,100000
19821221,0,31.83,0,0,376,0,100000
19821222,0,31.83,0,0,376,0,100000
19821223,0,31.83,0,0,376,0,100000
19821227,0,31.83,0,0,376,0,100000
19821228,0,31.83,0,0,376,0,100000
19821229,0,31.83,0,0,376,0,100000
19821230,0,31.83,0,0,376,0,100000
19821231,0,31.83,0,0,376,0,100000
19830103,0,29.08,0,0,376,0,100000
19830104,0,29.08,0,0,376,0,100000
19830105,0,29.08,0,0,376,0,100000
19830106,0,29.08,0,0,376,0,100000
19830107,0,29.08,0,0,376,0,100000
19830110,0,29.08,0,0,376,0,100000
19830111,0,29.08,0,0,376,0,100000
19830112,0,29.08,0,0,376,0,100000
19830113,0,29.08,0,0,376,0,100000
19830114,0,29.08,0,0,376,0,100000
19830117,0,29.08,0,0,376,0,100000
19830118,0,29.08,0,0,376,0,100000
19830119,0,29.08,0,0,376,0,100000
19830120,0,29.08,0,0,376,0,100000
19830121,0,29.08,0,0,376,0,100000
19830124,0,29.08,0,0,376,0,100000
19830125,0,29.08,0,0,376,0,100000
19830126,0,29.08,0,0,376,0,100000
19830127,0,29.08,0,0,376,0,100000
19830128,0,29.08,0,0,376,0,100000
19830131,0,29.08,0,0,376,0,100000
19830201,0,29.08,0,0,376,0,100000
19830202,0,29.08,0,0,376,0,100000
19830203,0,29.08,0,0,376,0,100000
19830204,0,29.08,0,0,376,0,100000
19830207,0,29.08,0,0,376,0,100000
19830208,0,29.08,0,0,376,0,100000
19830209,0,29.08,0,0,376,0,100000
19830210,0,29.08,0,0,376,0,100000
19830211,0,29.08,0,0,376,0,100000
19830214,0,29.08,0,0,376,0,100000
19830215,0,29.08,0,0,376,0,100000
19830216,0,29.08,0,0,376,0,100000
19830217,0,29.08,0,0,376,0,100000
19830218,0,29.08,0,0,376,0,100000
19830222,0,29.08,0,0,376,0,100000
19830223,0,29.08,0,0,376,0,100000
19830224,0,29.08,0,0,376,0,100000
19830225,0,29.08,0,0,376,0,100000
19830228,0,29.08,0,0,376,0,100000
19830301,0,29.08,0,0,376,0,100000
19830302,0,29.08,0,0,376,0,100000
19830303,0,29.08,0,0,376,0,100000
19830304,0,29.08,0,0,376,0,100000
19830307,0,29.08,0,0,376,0,100000
19830308,0,29.08,0,0,376,0,100000
