DateID,NASDAQ,SP,DOW,BITCOIN
19700101,0,0,0,0
19700102,0,93,0,0
19700105,0,93.46,0,0
19700106,0,92.82,0,0
19700107,0,92.63,0,0
19700108,0,92.68,0,0
19700109,0,92.4,0,0
19700112,0,91.7,0,0
19700113,0,91.92,0,0
19700114,0,91.65,0,0
19700115,0,91.68,0,0
19700116,0,90.92,0,0
19700119,0,89.65,0,0
19700120,0,89.83,0,0
19700121,0,89.95,0,0
19700122,0,90.04,0,0
19700123,0,89.37,0,0
19700126,0,88.17,0,0
19700127,0,87.62,0,0
19700128,0,86.79,0,0
19700129,0,85.69,0,0
19700130,0,85.02,0,0
19700202,0,85.75,0,0
19700203,0,86.77,0,0
19700204,0,86.24,0,0
19700205,0,85.9,0,0
19700206,0,86.33,0,0
19700209,0,87.01,0,0
19700210,0,86.1,0,0
19700211,0,86.94,0,0
19700212,0,86.73,0,0
19700213,0,86.54,0,0
19700216,0,86.47,0,0
19700217,0,86.37,0,0
19700218,0,87.44,0,0
19700219,0,87.76,0,0
19700220,0,88.03,0,0
19700224,0,87.99,0,0
19700225,0,89.35,0,0
19700226,0,88.9,0,0
19700227,0,89.5,0,0
19700302,0,89.71,0,0
19700303,0,90.23,0,0
19700304,0,90.04,0,0
19700305,0,90,0,0
19700306,0,89.44,0,0
19700309,0,88.51,0,0
19700310,0,88.75,0,0
19700311,0,88.69,0,0
19700312,0,88.33,0,0
19700313,0,87.86,0,0
19700316,0,86.91,0,0
19700317,0,87.29,0,0
19700318,0,87.54,0,0
19700319,0,87.42,0,0
19700320,0,87.06,0,0
19700323,0,86.99,0,0
19700324,0,87.98,0,0
19700325,0,89.77,0,0
19700326,0,89.92,0,0
19700330,0,89.63,0,0
19700331,0,89.63,0,0
19700401,0,90.07,0,0
19700402,0,89.79,0,0
19700403,0,89.39,0,0
19700406,0,88.76,0,0
19700407,0,88.52,0,0
19700408,0,88.49,0,0
19700409,0,88.53,0,0
19700410,0,88.24,0,0
19700413,0,87.64,0,0
19700414,0,86.89,0,0
19700415,0,86.73,0,0
19700416,0,85.88,0,0
19700417,0,85.67,0,0
19700420,0,85.83,0,0
19700421,0,85.38,0,0
19700422,0,84.27,0,0
19700423,0,83.04,0,0
19700424,0,82.77,0,0
19700427,0,81.46,0,0
19700428,0,80.27,0,0
19700429,0,81.81,0,0
19700430,0,81.52,0,0
19700501,0,81.44,0,0
19700504,0,79.37,0,0
19700505,0,78.6,0,0
19700506,0,79.47,0,0
19700507,0,79.83,0,0
19700508,0,79.44,0,0
19700511,0,78.6,0,0
19700512,0,77.85,0,0
19700513,0,76.53,0,0
19700514,0,75.44,0,0
19700515,0,76.9,0,0
19700518,0,76.96,0,0
19700519,0,75.46,0,0
19700520,0,73.52,0,0
19700521,0,72.16,0,0
19700522,0,72.25,0,0
19700525,0,70.25,0,0
19700526,0,69.29,0,0
19700527,0,72.77,0,0
19700528,0,74.61,0,0
19700529,0,76.55,0,0
19700601,0,77.84,0,0
19700602,0,77.84,0,0
19700603,0,78.52,0,0
19700604,0,77.36,0,0
19700605,0,76.17,0,0
19700608,0,76.29,0,0
19700609,0,76.25,0,0
19700610,0,75.48,0,0
19700611,0,74.45,0,0
19700612,0,73.88,0,0
19700615,0,74.58,0,0
19700616,0,76.15,0,0
19700617,0,76,0,0
19700618,0,76.51,0,0
19700619,0,77.05,0,0
19700622,0,76.64,0,0
19700623,0,74.76,0,0
19700624,0,73.97,0,0
19700625,0,74.02,0,0
19700626,0,73.47,0,0
19700629,0,72.89,0,0
19700630,0,72.72,0,0
19700701,0,72.94,0,0
19700702,0,72.92,0,0
19700706,0,71.78,0,0
19700707,0,71.23,0,0
19700708,0,73,0,0
19700709,0,74.06,0,0
19700710,0,74.45,0,0
19700713,0,74.55,0,0
19700714,0,74.42,0,0
19700715,0,75.23,0,0
19700716,0,76.34,0,0
19700717,0,77.69,0,0
19700720,0,77.79,0,0
19700721,0,76.98,0,0
19700722,0,77.03,0,0
19700723,0,78,0,0
19700724,0,77.82,0,0
19700727,0,77.65,0,0
19700728,0,77.77,0,0
19700729,0,78.04,0,0
19700730,0,78.07,0,0
19700731,0,78.05,0,0
19700803,0,77.02,0,0
19700804,0,77.19,0,0
19700805,0,77.18,0,0
19700806,0,77.08,0,0
19700807,0,77.28,0,0
19700810,0,76.2,0,0
19700811,0,75.82,0,0
19700812,0,75.42,0,0
19700813,0,74.76,0,0
19700814,0,75.18,0,0
19700817,0,75.33,0,0
19700818,0,76.2,0,0
19700819,0,76.96,0,0
19700820,0,77.84,0,0
19700821,0,79.24,0,0
19700824,0,80.99,0,0
19700825,0,81.12,0,0
19700826,0,81.21,0,0
19700827,0,81.08,0,0
19700828,0,81.86,0,0
19700831,0,81.52,0,0
19700901,0,80.95,0,0
19700902,0,80.96,0,0
19700903,0,82.09,0,0
19700904,0,82.83,0,0
19700908,0,83.04,0,0
19700909,0,82.79,0,0
19700910,0,82.3,0,0
19700911,0,82.52,0,0
19700914,0,82.07,0,0
19700915,0,81.36,0,0
19700916,0,81.79,0,0
19700917,0,82.29,0,0
19700918,0,82.62,0,0
19700921,0,81.91,0,0
19700922,0,81.86,0,0
19700923,0,81.91,0,0
19700924,0,81.66,0,0
19700925,0,82.83,0,0
19700928,0,83.91,0,0
19700929,0,83.86,0,0
19700930,0,84.3,0,0
19701001,0,84.32,0,0
19701002,0,85.16,0,0
19701005,0,86.47,0,0
19701006,0,86.85,0,0
19701007,0,86.89,0,0
19701008,0,85.95,0,0
19701009,0,85.08,0,0
19701012,0,84.17,0,0
19701013,0,84.06,0,0
19701014,0,84.19,0,0
19701015,0,84.65,0,0
19701016,0,84.28,0,0
19701019,0,83.15,0,0
19701020,0,83.64,0,0
19701021,0,83.66,0,0
19701022,0,83.38,0,0
19701023,0,83.77,0,0
19701026,0,83.31,0,0
19701027,0,83.12,0,0
19701028,0,83.43,0,0
19701029,0,83.36,0,0
19701030,0,83.25,0,0
19701102,0,83.51,0,0
19701103,0,84.22,0,0
19701104,0,84.39,0,0
19701105,0,84.1,0,0
19701106,0,84.22,0,0
19701109,0,84.67,0,0
19701110,0,84.79,0,0
19701111,0,85.03,0,0
19701112,0,84.15,0,0
19701113,0,83.37,0,0
19701116,0,83.24,0,0
19701117,0,83.47,0,0
19701118,0,82.79,0,0
19701119,0,82.91,0,0
19701120,0,83.72,0,0
19701123,0,84.24,0,0
19701124,0,84.78,0,0
19701125,0,85.09,0,0
19701127,0,85.93,0,0
19701130,0,87.2,0,0
19701201,0,87.47,0,0
19701202,0,88.48,0,0
19701203,0,88.9,0,0
19701204,0,89.46,0,0
19701207,0,89.94,0,0
19701208,0,89.47,0,0
19701209,0,89.54,0,0
19701210,0,89.92,0,0
19701211,0,90.26,0,0
19701214,0,89.8,0,0
19701215,0,89.66,0,0
19701216,0,89.72,0,0
19701217,0,90.04,0,0
19701218,0,90.22,0,0
19701221,0,89.94,0,0
19701222,0,90.04,0,0
19701223,0,90.1,0,0
19701224,0,90.61,0,0
19701228,0,91.09,0,0
19701229,0,92.08,0,0
19701230,0,92.27,0,0
19701231,0,92.15,0,0
19710104,0,91.15,0,0
19710105,0,91.8,0,0
19710106,0,92.35,0,0
19710107,0,92.38,0,0
19710108,0,92.19,0,0
19710111,0,91.98,0,0
19710112,0,92.72,0,0
19710113,0,92.56,0,0
19710114,0,92.8,0,0
19710115,0,93.03,0,0
19710118,0,93.41,0,0
19710119,0,93.76,0,0
19710120,0,93.78,0,0
19710121,0,94.19,0,0
19710122,0,94.88,0,0
19710125,0,95.28,0,0
19710126,0,95.59,0,0
19710127,0,94.89,0,0
19710128,0,95.21,0,0
19710129,0,95.88,0,0
19710201,0,96.42,0,0
19710202,0,96.43,0,0
19710203,0,96.63,0,0
19710204,0,96.62,0,0
19710205,100,96.93,0,0
19710208,100.84,97.45,0,0
19710209,100.76,97.51,0,0
19710210,100.69,97.39,0,0
19710211,101.45,97.91,0,0
19710212,102.05,98.43,0,0
19710216,102.19,98.66,0,0
19710217,101.74,98.2,0,0
19710218,101.42,97.56,0,0
19710219,100.7,96.74,0,0
19710222,99.68,95.72,0,0
19710223,99.72,96.09,0,0
19710224,100.64,96.73,0,0
19710225,101.23,96.96,0,0
19710226,101.34,96.75,0,0
19710301,101.78,97,0,0
19710302,101.84,96.98,0,0
19710303,102.07,96.95,0,0
19710304,102.78,97.92,0,0
19710305,103,98.96,0,0
19710308,104.23,99.38,0,0
19710309,104.41,99.46,0,0
19710310,104.14,99.3,0,0
19710311,104.26,99.39,0,0
19710312,104.5,99.57,0,0
19710315,105.13,100.71,0,0
19710316,105.56,101.21,0,0
19710317,105.5,101.12,0,0
19710318,105.88,101.19,0,0
19710319,105.77,101.01,0,0
19710322,105.37,100.62,0,0
19710323,105.11,100.28,0,0
19710324,104.7,99.62,0,0
19710325,104.6,99.61,0,0
19710326,105.07,99.95,0,0
19710329,105.2,100.03,0,0
19710330,105.44,100.26,0,0
19710331,105.97,100.31,0,0
19710401,106.34,100.39,0,0
19710402,106.86,100.56,0,0
19710405,107.17,100.79,0,0
19710406,107.56,101.51,0,0
19710407,108.06,101.98,0,0
19710408,108.38,102.1,0,0
19710412,108.87,102.88,0,0
19710413,108.85,102.98,0,0
19710414,109.08,103.37,0,0
19710415,109.69,103.52,0,0
19710416,109.96,103.49,0,0
19710419,110.16,104.01,0,0
19710420,109.53,103.61,0,0
19710421,109.52,103.36,0,0
19710422,109.99,103.56,0,0
19710423,110.69,104.05,0,0
19710426,111.13,103.94,0,0
19710427,111.69,104.59,0,0
19710428,112.37,104.77,0,0
19710429,112.46,104.63,0,0
19710430,112.3,103.95,0,0
19710503,111.35,103.29,0,0
19710504,111.77,103.79,0,0
19710505,111.68,103.78,0,0
19710506,111.06,103.23,0,0
19710507,110.66,102.87,0,0
19710510,110.15,102.36,0,0
19710511,110.33,102.62,0,0
19710512,110.37,102.9,0,0
19710513,110.55,102.69,0,0
19710514,110.74,102.21,0,0
19710517,109.15,100.69,0,0
19710518,108.4,100.83,0,0
19710519,108.33,101.07,0,0
19710520,108.72,101.31,0,0
19710521,108.85,100.99,0,0
19710524,108.42,100.13,0,0
19710525,107.5,99.47,0,0
19710526,107.53,99.59,0,0
19710527,107.6,99.4,0,0
19710528,108.25,99.63,0,0
19710601,108.87,100.2,0,0
19710602,109.56,100.96,0,0
19710603,110.22,101.01,0,0
19710604,110.66,101.3,0,0
19710607,110.76,101.09,0,0
19710608,110.02,100.32,0,0
19710609,109.79,100.29,0,0
19710610,110.06,100.64,0,0
19710611,110.2,101.07,0,0
19710614,109.57,100.22,0,0
19710615,109.36,100.32,0,0
19710616,109.44,100.52,0,0
19710617,109.44,100.5,0,0
19710618,108.16,98.97,0,0
19710621,106.5,97.87,0,0
19710622,105.49,97.59,0,0
19710623,105.99,98.41,0,0
19710624,106.37,98.13,0,0
19710625,106.56,97.99,0,0
19710628,106.45,97.74,0,0
19710629,107.22,98.82,0,0
19710630,107.8,98.7,0,0
19710701,108.47,99.78,0,0
19710702,108.77,99.78,0,0
19710706,109.23,99.76,0,0
19710707,110.01,100.04,0,0
19710708,110.42,100.34,0,0
19710709,110.91,100.69,0,0
19710712,111.24,100.82,0,0
19710713,110.76,99.5,0,0
19710714,110.34,99.22,0,0
19710715,110.72,99.28,0,0
19710716,109.98,99.11,0,0
19710719,109.37,98.93,0,0
19710720,109.79,99.32,0,0
19710721,109.74,99.28,0,0
19710722,109.54,99.11,0,0
19710723,109.63,98.94,0,0
19710726,109.35,98.14,0,0
19710727,108.57,97.78,0,0
19710728,107.45,97.07,0,0
19710729,105.81,96.02,0,0
19710730,105.27,95.58,0,0
19710802,105.59,95.96,0,0
19710803,104.41,94.51,0,0
19710804,103.26,93.89,0,0
19710805,103.11,94.09,0,0
19710806,103.78,94.25,0,0
19710809,103.18,93.53,0,0
19710810,103.04,93.54,0,0
19710811,104.08,94.66,0,0
19710812,105.21,96,0,0
19710813,105.44,95.69,0,0
19710816,107.86,98.76,0,0
19710817,108.93,99.99,0,0
19710818,108.39,98.6,0,0
19710819,108.01,98.16,0,0
19710820,107.89,98.33,0,0
19710823,108.26,99.25,0,0
19710824,108.6,100.4,0,0
19710825,108.85,100.41,0,0
19710826,108.97,100.24,0,0
19710827,109.3,100.48,0,0
19710830,108.71,99.52,0,0
19710831,108.42,99.03,0,0
19710901,108.65,99.07,0,0
19710902,108.96,99.29,0,0
19710903,109.98,100.69,0,0
19710907,110.53,101.15,0,0
19710908,110.58,101.34,0,0
19710909,110.55,100.8,0,0
19710910,110.42,100.42,0,0
19710913,110.22,100.07,0,0
19710914,109.77,99.34,0,0
19710915,109.79,99.77,0,0
19710916,109.78,99.66,0,0
19710917,110.1,99.96,0,0
19710920,109.99,99.68,0,0
19710921,109.82,99.34,0,0
19710922,108.99,98.47,0,0
19710923,108.8,98.38,0,0
19710924,108.88,98.15,0,0
19710927,108.18,97.62,0,0
19710928,108.38,97.88,0,0
19710929,108.6,97.9,0,0
19710930,109.03,98.34,0,0
19711001,109.58,98.93,0,0
19711004,109.96,99.21,0,0
19711005,109.99,99.11,0,0
19711006,110.68,99.82,0,0
19711007,110.98,100.02,0,0
19711008,110.74,99.36,0,0
19711011,110.71,99.21,0,0
19711012,110.91,99.57,0,0
19711013,110.69,99.03,0,0
19711014,109.87,98.13,0,0
19711015,109.6,97.79,0,0
19711018,109.06,97.35,0,0
19711019,107.99,97,0,0
19711020,106.58,95.65,0,0
19711021,106.61,95.6,0,0
19711022,106.8,95.57,0,0
19711025,106.29,95.1,0,0
19711026,105.69,94.74,0,0
19711027,104.28,93.79,0,0
19711028,104.5,93.96,0,0
19711029,105.1,94.23,0,0
19711101,103.69,92.8,0,0
19711102,103.54,93.18,0,0
19711103,105.01,94.91,0,0
19711104,105.56,94.79,0,0
19711105,105.46,94.46,0,0
19711108,105.43,94.39,0,0
19711109,105.72,94.46,0,0
19711110,104.86,93.41,0,0
19711111,103.74,92.12,0,0
19711112,103.91,92.12,0,0
19711115,103.44,91.81,0,0
19711116,103.71,92.71,0,0
19711117,103.64,92.85,0,0
19711118,103.44,92.13,0,0
19711119,102.95,91.61,0,0
19711122,101.79,90.79,0,0
19711123,100.31,90.16,0,0
19711124,100.4,90.33,0,0
19711126,101.64,91.94,0,0
19711129,103.08,93.41,0,0
19711130,103.97,93.99,0,0
19711201,105,95.44,0,0
19711202,106.15,95.84,0,0
19711203,107.26,97.06,0,0
19711206,106.92,96.51,0,0
19711207,107.26,96.87,0,0
19711208,107.71,96.92,0,0
19711209,107.97,96.96,0,0
19711210,108.81,97.69,0,0
19711213,109.16,97.97,0,0
19711214,109.07,97.67,0,0
19711215,109.45,98.54,0,0
19711216,110.01,99.74,0,0
19711217,110.52,100.26,0,0
19711220,111.5,101.55,0,0
19711221,111.73,101.8,0,0
19711222,111.97,101.18,0,0
19711223,111.94,100.74,0,0
19711227,111.7,100.95,0,0
19711228,111.93,101.95,0,0
19711229,112.57,102.21,0,0
19711230,112.97,101.78,0,0
19711231,114.12,102.09,0,0
19720103,113.65,101.67,0,0
19720104,113.93,102.09,0,0
19720105,114.83,103.06,0,0
19720106,115.72,103.51,0,0
19720107,116.05,103.47,0,0
19720110,116.1,103.32,0,0
19720111,116.64,103.65,0,0
19720112,116.9,103.59,0,0
19720113,116.42,102.99,0,0
19720114,116.74,103.39,0,0
19720117,116.93,103.7,0,0
19720118,117.66,104.05,0,0
19720119,117.45,103.88,0,0
19720120,117.32,103.88,0,0
19720121,117.21,103.65,0,0
19720124,116.49,102.57,0,0
19720125,116.3,102.7,0,0
19720126,116.39,102.5,0,0
19720127,117.37,103.5,0,0
19720128,118.44,104.16,0,0
19720131,118.87,103.94,0,0
19720201,119.58,104.01,0,0
19720202,120.47,104.68,0,0
19720203,120.66,104.64,0,0
19720204,121.24,104.86,0,0
19720207,121.14,104.54,0,0
19720208,121.35,104.74,0,0
19720209,122.16,105.55,0,0
19720210,122.71,105.59,0,0
19720211,122.86,105.08,0,0
19720214,122.26,104.59,0,0
19720215,122.61,105.03,0,0
19720216,123.35,105.62,0,0
19720217,123.44,105.59,0,0
19720218,123.4,105.28,0,0
19720222,123.3,105.29,0,0
19720223,123.61,105.38,0,0
19720224,124,105.45,0,0
19720225,124.83,106.18,0,0
19720228,124.94,106.19,0,0
19720229,125.38,106.57,0,0
19720301,126.29,107.35,0,0
19720302,126.58,107.32,0,0
19720303,127.19,107.94,0,0
19720306,127.88,108.77,0,0
19720307,127.83,108.87,0,0
19720308,128.4,108.96,0,0
19720309,128.85,108.94,0,0
19720310,128.55,108.38,0,0
19720313,127.34,107.33,0,0
19720314,127.73,107.61,0,0
19720315,128.14,107.75,0,0
19720316,127.77,107.5,0,0
19720317,128.01,107.92,0,0
19720320,127.53,107.59,0,0
19720321,125.73,106.69,0,0
19720322,126.36,106.84,0,0
19720323,127.38,107.75,0,0
19720324,127.55,107.52,0,0
19720327,127.56,107.3,0,0
19720328,127.72,107.17,0,0
19720329,127.53,106.49,0,0
19720330,128.14,107.2,0,0
19720403,128.06,107.48,0,0
19720404,128.78,108.12,0,0
19720405,130,109,0,0
19720406,130.92,109.53,0,0
19720407,131.8,109.62,0,0
19720410,131.76,109.45,0,0
19720411,132.47,109.76,0,0
19720412,133.17,110.18,0,0
19720413,133.06,109.91,0,0
19720414,133.88,109.84,0,0
19720417,133.74,109.51,0,0
19720418,134.1,109.77,0,0
19720419,132.68,109.2,0,0
19720420,132.86,109.04,0,0
19720421,133.01,108.89,0,0
19720424,131.9,108.19,0,0
19720425,130.84,107.12,0,0
19720426,130.92,106.89,0,0
19720427,131.01,107.05,0,0
19720428,131.33,107.67,0,0
19720501,130.16,106.69,0,0
19720502,129.34,106.08,0,0
19720503,128.77,105.99,0,0
19720504,128.92,106.25,0,0
19720505,129.43,106.63,0,0
19720508,128.62,106.14,0,0
19720509,125.78,104.74,0,0
19720510,126.77,105.42,0,0
19720511,127.95,105.77,0,0
19720512,129.44,106.38,0,0
19720515,130.34,106.86,0,0
19720516,130.36,106.66,0,0
19720517,129.76,106.89,0,0
19720518,130.82,107.94,0,0
19720519,132.16,108.98,0,0
19720522,132.38,109.69,0,0
19720523,132.72,109.78,0,0
19720524,133.47,110.31,0,0
19720525,133.8,110.46,0,0
19720526,133.95,110.66,0,0
19720530,133.45,110.35,0,0
19720531,132.53,109.53,0,0
19720601,133.13,109.69,0,0
19720602,133.52,109.73,0,0
19720605,132.74,108.82,0,0
19720606,132,108.21,0,0
19720607,131,107.65,0,0
19720608,131.07,107.28,0,0
19720609,130.57,106.86,0,0
19720612,130.38,107.01,0,0
19720613,130.78,107.55,0,0
19720614,131.45,108.39,0,0
19720615,131.29,108.44,0,0
19720616,131.28,108.36,0,0
19720619,130.76,108.11,0,0
19720620,131.07,108.56,0,0
19720621,131.38,108.79,0,0
19720622,130.79,108.68,0,0
19720623,130.22,108.27,0,0
19720626,129.31,107.48,0,0
19720627,129.79,107.37,0,0
19720628,129.58,107.02,0,0
19720629,129.35,106.82,0,0
19720630,130.08,107.14,0,0
19720703,130.59,107.49,0,0
19720705,131.28,108.1,0,0
19720706,131.86,109.04,0,0
19720707,131.5,108.69,0,0
19720710,130.85,108.11,0,0
19720711,130.47,107.32,0,0
19720712,130.11,106.89,0,0
19720713,129.03,106.28,0,0
19720714,129.38,106.8,0,0
19720717,128.4,105.88,0,0
19720718,127.54,105.83,0,0
19720719,127.77,106.14,0,0
19720720,127.09,105.81,0,0
19720721,127.63,106.66,0,0
19720724,128.77,107.92,0,0
19720725,128.47,107.6,0,0
19720726,128.65,107.53,0,0
19720727,128.36,107.28,0,0
19720728,128.15,107.38,0,0
19720731,127.75,107.39,0,0
19720801,128.45,108.4,0,0
19720802,129.39,109.29,0,0
19720803,130.31,110.14,0,0
19720804,130.94,110.43,0,0
19720807,130.97,110.61,0,0
19720808,130.61,110.69,0,0
19720809,130.75,110.86,0,0
19720810,130.84,111.05,0,0
19720811,131.68,111.95,0,0
19720814,131.7,112.55,0,0
19720815,131.48,112.06,0,0
19720816,131.46,111.66,0,0
19720817,130.89,111.34,0,0
19720818,131.43,111.76,0,0
19720821,131.29,111.72,0,0
19720822,131.29,112.41,0,0
19720823,131.1,112.26,0,0
19720824,130.4,111.02,0,0
19720825,130.31,110.67,0,0
19720828,129.77,110.23,0,0
19720829,129.44,110.41,0,0
19720830,129.78,110.57,0,0
19720831,129.95,111.09,0,0
19720901,130.7,111.51,0,0
19720905,130.33,111.23,0,0
19720906,129.63,110.55,0,0
19720907,129.21,110.29,0,0
19720908,129.13,110.15,0,0
19720911,128.26,109.51,0,0
19720912,127.18,108.47,0,0
19720913,127.51,108.9,0,0
19720914,127.58,108.93,0,0
19720915,127.67,108.81,0,0
19720918,127.61,108.61,0,0
19720919,127.42,108.55,0,0
19720920,127.51,108.6,0,0
19720921,127.3,108.43,0,0
19720922,127.46,108.52,0,0
19720925,126.82,108.05,0,0
19720926,127.07,108.12,0,0
19720927,128.55,109.66,0,0
19720928,129.13,110.35,0,0
19720929,129.61,110.55,0,0
19721002,129.3,110.16,0,0
19721003,129.48,110.3,0,0
19721004,129.29,110.09,0,0
19721005,128.01,108.89,0,0
19721006,128.13,109.62,0,0
19721009,128.51,109.9,0,0
19721010,129.02,109.99,0,0
19721011,128.57,109.5,0,0
19721012,127.87,108.6,0,0
19721013,127.19,107.92,0,0
19721016,125.87,106.77,0,0
19721017,126.43,107.5,0,0
19721018,127.05,108.19,0,0
19721019,126.91,108.05,0,0
19721020,128,109.24,0,0
19721023,128.66,110.35,0,0
19721024,128.91,110.81,0,0
19721025,128.89,110.72,0,0
19721026,129.37,110.99,0,0
19721027,129.53,110.62,0,0
19721030,129.46,110.59,0,0
19721031,130.24,111.58,0,0
19721101,131.59,112.67,0,0
19721102,132.12,113.23,0,0
19721103,133.34,114.22,0,0
19721106,133.58,113.98,0,0
19721108,133.06,113.35,0,0
19721109,132.82,113.5,0,0
19721110,133.12,113.73,0,0
19721113,132.77,113.9,0,0
19721114,132.9,114.95,0,0
19721115,132.45,114.5,0,0
19721116,132.62,115.13,0,0
19721117,132.33,115.49,0,0
19721120,132.12,115.53,0,0
19721121,132.19,116.21,0,0
19721122,132.49,116.9,0,0
19721124,133.02,117.27,0,0
19721127,132.57,116.72,0,0
19721128,132.71,116.47,0,0
19721129,132.73,116.52,0,0
19721130,132.96,116.67,0,0
19721201,133.94,117.38,0,0
19721204,134.14,117.77,0,0
19721205,134.28,117.58,0,0
19721206,134.68,118.01,0,0
19721207,135.06,118.6,0,0
19721208,135.15,118.86,0,0
19721211,134.83,119.12,0,0
19721212,134.27,118.66,0,0
19721213,133.66,118.56,0,0
19721214,133.33,118.24,0,0
19721215,133.53,118.26,0,0
19721218,132.54,116.9,0,0
19721219,132.39,116.34,0,0
19721220,131.93,115.95,0,0
19721221,131.08,115.11,0,0
19721222,131.28,115.83,0,0
19721226,131.18,116.3,0,0
19721227,131.93,116.93,0,0
19721229,133.73,118.05,0,0
19730102,134.63,119.1,0,0
19730103,135.38,119.57,0,0
19730104,135.44,119.4,0,0
19730105,135.91,119.87,0,0
19730108,136.02,119.85,0,0
19730109,135.99,119.73,0,0
19730110,136.06,119.43,0,0
19730111,136.84,120.24,0,0
19730112,136.01,119.3,0,0
19730115,134.6,118.44,0,0
19730116,134.03,118.14,0,0
19730117,134.07,118.68,0,0
19730118,134.34,118.85,0,0
19730119,133.87,118.78,0,0
19730122,133.15,118.21,0,0
19730123,132.44,118.22,0,0
19730124,130.49,116.73,0,0
19730126,129.76,116.45,0,0
19730129,128.46,116.01,0,0
19730130,128.22,115.83,0,0
19730131,128.4,116.03,0,0
19730201,126.94,114.76,0,0
19730202,126.48,114.35,0,0
19730205,126,114.23,0,0
19730206,126.27,114.45,0,0
19730207,124.99,113.66,0,0
19730208,123.97,113.16,0,0
19730209,125.86,114.68,0,0
19730212,126.88,116.06,0,0
19730213,127.19,116.78,0,0
19730214,125.42,115.1,0,0
19730215,124.43,114.45,0,0
19730216,124.55,114.98,0,0
19730220,125.01,115.4,0,0
19730221,123.95,114.69,0,0
19730222,123.68,114.44,0,0
19730223,122.34,113.16,0,0
19730226,121.27,112.19,0,0
19730227,119.8,110.9,0,0
19730228,120.41,111.68,0,0
19730301,119.53,111.05,0,0
19730302,120.11,112.28,0,0
19730305,120.55,112.68,0,0
19730306,121.91,114.1,0,0
19730307,122.28,114.45,0,0
19730308,122.11,114.23,0,0
19730309,121.99,113.79,0,0
19730312,121.86,113.86,0,0
19730313,122.09,114.48,0,0
19730314,122.1,114.98,0,0
19730315,121.6,114.12,0,0
19730316,121.22,113.54,0,0
19730319,119.94,112.17,0,0
19730320,119.26,111.95,0,0
19730321,117.89,110.49,0,0
19730322,115.69,108.84,0,0
19730323,115.47,108.88,0,0
19730326,115.54,109.84,0,0
19730327,116.89,111.56,0,0
19730328,117.14,111.62,0,0
19730329,118.19,112.71,0,0
19730330,117.46,111.52,0,0
19730402,115.79,110.18,0,0
19730403,114.47,109.24,0,0
19730404,112.89,108.77,0,0
19730405,112.02,108.52,0,0
19730406,113.27,109.28,0,0
19730409,114.01,110.86,0,0
19730410,114.81,112.21,0,0
19730411,115.29,112.68,0,0
19730412,115.59,112.58,0,0
19730413,115.22,112.08,0,0
19730416,114.55,111.44,0,0
19730417,113.64,110.94,0,0
19730418,113.71,111.54,0,0
19730419,114.15,112.17,0,0
19730423,113.02,111.57,0,0
19730424,111.23,109.99,0,0
19730425,109.37,108.34,0,0
19730426,109.72,108.89,0,0
19730427,108.4,107.23,0,0
19730430,107.85,106.97,0,0
19730501,107.96,107.1,0,0
19730502,109.05,108.43,0,0
19730503,109.81,110.22,0,0
19730504,110.89,111,0,0
19730507,110.48,110.53,0,0
19730508,110.67,111.25,0,0
19730509,110.54,110.44,0,0
19730510,110.32,109.54,0,0
19730511,109.1,108.17,0,0
19730514,106.46,105.9,0,0
19730515,106.14,106.57,0,0
19730516,106.1,106.43,0,0
19730517,105.19,105.56,0,0
19730518,102.89,103.86,0,0
19730521,100.76,102.73,0,0
19730522,101.59,103.58,0,0
19730523,102.09,104.07,0,0
19730524,104.27,107.14,0,0
19730525,105.17,107.94,0,0
19730529,104.85,107.51,0,0
19730530,103.19,105.91,0,0
19730531,102.64,104.95,0,0
19730601,102.3,103.93,0,0
19730604,100.77,102.97,0,0
19730605,101.71,104.62,0,0
19730606,101.7,104.31,0,0
19730607,102.57,105.84,0,0
19730608,103.72,107.03,0,0
19730611,103.04,106.7,0,0
19730612,104.79,108.29,0,0
19730613,104.33,107.6,0,0
19730614,103.56,106.4,0,0
19730615,102.26,105.1,0,0
19730618,100.77,103.6,0,0
19730619,100.96,103.99,0,0
19730620,101.19,104.44,0,0
19730621,100.4,103.21,0,0
19730622,100.99,103.7,0,0
19730625,99.43,102.25,0,0
19730626,99.96,103.3,0,0
19730627,100.22,103.62,0,0
19730628,101.16,104.69,0,0
19730629,100.98,104.26,0,0
19730702,100.15,102.9,0,0
19730703,99.45,101.87,0,0
19730705,99.39,101.78,0,0
19730706,99.48,101.28,0,0
19730709,100.01,102.14,0,0
19730710,101.18,103.52,0,0
19730711,102.69,105.8,0,0
19730712,103.17,105.5,0,0
19730713,103.03,104.09,0,0
19730716,103.97,105.67,0,0
19730717,104.64,105.72,0,0
19730718,105.77,106.35,0,0
19730719,106.52,106.55,0,0
19730720,107.68,107.14,0,0
19730723,107.75,107.52,0,0
19730724,108.29,108.14,0,0
19730725,109.19,109.64,0,0
19730726,109.17,109.85,0,0
19730727,109.36,109.59,0,0
19730730,108.88,109.25,0,0
19730731,108.64,108.22,0,0
19730801,107.13,106.83,0,0
19730802,106.98,106.67,0,0
19730803,106.82,106.49,0,0
19730806,107.21,106.73,0,0
19730807,107.3,106.55,0,0
